gene_id	C2UT01.1	C3UT02.1	C3UT02.2	C4UT03.1	C4UT03.2	C6TR01.1	C6TR01.2	C7TR02.1	C7TR02.2	C8TR03.1	C8TR03.2
LOC105379225	0	0	0	0	0	0	0	0	0	0	0
CLDN23	64	6	26	3	37	11	40	10	37	10	35
MFHAS1	125	31	78	23	109	26	90	23	88	19	93
LOC124900259	0	0	0	0	0	0	0	0	0	0	0
LOC124901866	0	0	1	0	0	0	2	0	0	0	2
LOC105379227	0	0	0	0	0	0	0	0	0	0	0
ERI1	33	5	20	6	28	3	31	4	24	2	37
MIR4660	0	0	0	0	0	0	0	0	0	0	0
SNORD3I	0	0	0	0	0	0	0	0	0	0	0
LOC112268402	3	0	0	0	7	0	3	1	1	0	0
PPP1R3B	40	11	42	12	53	14	57	12	57	8	45
LOC124901882	0	0	0	0	0	0	0	0	0	0	0
PPP1R3B-DT	0	0	0	0	0	0	0	0	0	0	0
LOC101929128	8	0	2	2	4	1	1	1	9	1	3
LOC124901883	0	0	0	0	0	0	0	0	3	0	0
LOC157273	0	0	0	0	0	0	0	0	0	0	0
LOC105379228	0	0	0	0	0	0	0	0	0	0	0
LOC105379231	0	0	0	0	0	0	0	0	0	0	0
LOC105379230	0	0	0	0	0	0	0	0	0	0	0
LOC124901884	0	0	0	0	0	0	0	0	0	0	0
TNKS	5	3	6	4	5	0	9	3	6	2	8
MIR597	0	0	0	0	0	0	0	0	0	0	0
LOC124902085	0	0	0	0	0	0	0	0	0	0	0
LOC124902056	0	0	0	0	0	0	0	0	0	0	0
MIR124-1HG	0	0	0	0	0	0	0	0	0	0	0
MIR124-1	0	0	0	0	0	0	0	0	0	0	0
LOC124902057	0	0	0	0	0	0	0	0	0	0	0
LOC124902082	0	0	0	0	0	0	0	0	0	0	0
LOC105379235	0	0	0	0	0	0	0	0	0	0	0
MSRA-DT	0	0	0	0	0	0	0	0	0	0	0
MSRA	15	1	1	2	8	0	0	0	0	0	3
LOC124901885	0	0	0	0	0	0	0	0	0	0	0
LOC124901886	0	0	0	0	0	0	0	0	0	0	0
LINC03022	0	0	0	0	0	0	0	0	0	0	0
LOC124901887	0	0	0	0	0	0	0	0	0	0	0
PRSS51	0	0	0	0	1	0	0	0	0	0	0
PRSS55	0	0	0	0	0	0	0	0	1	0	0
LOC105379237	0	0	0	0	0	0	0	0	2	0	0
RP1L1	0	0	0	0	0	0	1	0	0	0	0
MIR4286	0	0	0	0	0	0	0	0	0	0	0
C8orf74	0	0	0	0	0	0	0	0	0	0	0
SOX7	1	2	1	2	2	2	3	0	3	0	2
LOC102723313	0	0	0	0	0	0	0	0	0	0	0
PINX1	28	11	10	4	22	1	11	1	13	7	18
MIR1322	0	0	0	0	0	0	0	0	0	0	0
PINX1-DT	0	0	0	0	0	0	0	0	0	0	0
LOC101929248	0	0	0	0	0	0	0	0	0	0	0
LOC112268022	0	0	0	0	0	0	0	0	0	0	0
XKR6	3	2	1	0	2	0	4	0	2	0	1
MIR598	0	0	0	0	0	0	0	0	0	0	0
LOC101929269	0	0	0	0	0	0	0	0	0	0	0
LINC00529	0	0	0	0	0	0	0	0	0	0	0
MTMR9	4	2	4	0	5	0	5	2	2	2	0
SLC35G5	0	0	0	0	0	0	0	0	0	0	0
TDH	0	0	0	0	0	0	0	0	0	0	0
TDH-AS1	0	0	0	0	0	0	0	0	0	0	0
FAM167A-AS1	0	0	0	0	0	0	0	0	0	0	0
FAM167A	0	0	0	1	0	0	2	0	1	0	0
BLK	0	0	0	0	0	0	0	0	1	0	0
LOC105379241	0	0	0	0	1	0	0	0	2	0	0
LINC00208	0	0	0	0	0	0	0	0	0	0	0
LOC105379242	0	0	1	0	0	0	0	0	1	0	1
GATA4	1	0	2	2	3	1	3	1	5	0	3
SNORA99	0	0	0	0	0	0	0	0	0	0	0
LINC02905	0	0	0	0	0	0	0	0	0	0	0
LOC124901888	3	0	0	0	0	0	0	0	0	0	0
NEIL2	2	1	1	0	2	1	5	1	3	0	1
LOC105379243	0	0	0	0	0	0	0	0	0	0	0
FDFT1	13	1	13	7	6	1	12	4	5	1	5
CTSB	6578	1295	3936	1203	4947	1245	5221	1477	4671	1223	5527
LOC105379244	0	0	0	0	0	0	0	0	0	0	0
LOC112268017	0	0	0	0	0	0	0	0	0	0	0
DEFB136	0	0	0	0	0	0	0	0	0	0	0
DEFB135	0	0	0	0	0	0	0	0	0	0	0
DEFB134	0	0	0	0	0	0	0	0	0	0	0
LOC105379245	0	0	0	0	0	0	0	0	0	0	0
LOC105379246	0	0	0	0	0	0	0	0	0	0	0
DEFB130B	0	0	0	0	0	0	0	0	0	0	0
ZNF705D	0	0	0	0	0	0	0	0	0	0	0
FAM66D	0	0	1	0	0	0	1	0	0	0	0
LOC392196	0	0	0	0	0	0	0	0	0	0	0
USP17L7	0	0	0	0	0	0	0	0	0	0	0
USP17L2	0	0	0	0	0	0	0	0	0	0	0
FAM90A2P	0	0	0	0	2	0	0	0	0	0	0
FAM86B1	25	6	18	4	14	6	13	7	11	1	17
FAM85A	2	1	9	2	5	1	6	0	13	0	3
DEFB130A	0	0	0	0	0	0	0	0	0	0	0
FAM66A	0	0	1	0	0	0	0	0	0	0	0
LOC649352	0	0	0	0	0	0	0	0	0	0	0
DEFB109A	0	0	0	0	0	0	0	0	0	0	0
FAM90A25P	0	0	0	0	0	0	0	0	0	0	0
FAM86B2	0	0	5	5	0	0	12	0	5	0	0
FAM86B2-DT	69	11	40	11	42	5	41	6	31	17	64
LOC729732	1	0	3	0	0	0	0	0	0	0	0
MIR5692A2	0	0	0	0	0	0	0	0	0	0	0
LONRF1	22	11	12	6	25	2	31	3	13	1	10
MIR3926-1	0	0	0	0	0	0	0	0	0	0	0
MIR3926-2	0	0	0	0	0	0	0	0	0	0	0
LINC03019	0	0	0	0	0	0	0	0	0	0	0
LINC00681	0	0	0	0	0	0	0	0	0	0	0
LOC105379289	0	0	0	0	0	0	0	0	0	0	0
TRMT9B	0	0	0	0	0	0	0	0	0	0	0
LOC124901889	0	0	0	0	0	0	0	0	0	0	0
DLC1	32	5	24	14	48	10	59	4	41	6	47
LOC101930149	0	0	0	0	0	0	0	0	0	0	0
LOC124901890	0	0	0	0	0	0	0	0	0	0	0
C8orf48	0	0	0	0	0	0	0	0	0	0	0
LOC102725080	0	0	0	0	0	0	0	0	0	0	0
LOC105379292	0	0	0	0	0	0	0	0	0	0	0
SGCZ	1	0	1	0	2	0	2	1	0	0	1
LOC124902058	0	0	0	0	0	0	0	0	0	0	0
MIR383	0	0	0	0	0	0	0	0	0	0	0
LOC124902059	0	0	0	0	0	0	0	0	0	0	0
TUSC3	0	0	0	0	6	0	3	0	1	3	1
LOC124902060	0	0	0	0	0	0	0	0	0	0	0
MSR1	243	62	177	49	206	26	178	47	167	35	205
LOC101929028	15	1	13	8	27	2	19	4	16	3	11
LOC105379297	0	0	0	0	0	0	0	0	0	0	0
FGF20	0	0	0	0	0	0	0	0	0	0	0
MICU3	0	0	0	0	0	0	0	0	0	0	0
ZDHHC2	9	3	14	0	23	4	22	0	6	4	10
LOC107986918	0	0	0	0	0	0	0	0	0	0	0
CNOT7	1659	393	1273	314	1268	318	1391	312	1153	264	1235
VPS37A	467	105	397	95	399	83	418	116	333	65	359
MTMR7	5	0	3	0	3	2	4	2	1	1	4
LOC102724838	0	0	0	0	0	0	0	0	1	0	0
SLC7A2	3656	892	2685	720	3194	609	2781	720	2489	534	2484
PDGFRL	58	14	59	9	29	22	58	14	31	14	25
LOC107986919	0	0	0	0	0	0	2	0	0	0	2
MTUS1	3568	1025	3018	731	2850	624	2715	635	2180	530	2329
LOC124901891	20	1	6	5	23	2	19	13	18	2	17
MIR548V	0	0	0	0	2	0	0	0	1	0	0
MTUS1-DT	110	34	69	15	63	25	77	28	82	14	49
LOC124901893	35	9	20	5	23	10	24	5	17	7	19
FGL1	490	101	331	79	309	68	232	66	275	46	295
LOC124901892	1	0	5	1	3	1	0	2	12	5	5
LOC124901867	10	0	5	1	6	0	6	1	3	1	6
PCM1	1873	501	1542	392	1604	342	1457	357	1280	287	1376
LOC124901894	0	0	0	0	0	0	0	0	0	0	0
ASAH1	2756	573	2022	500	2129	548	2383	693	2139	563	2352
ASAH1-AS1	8	2	0	0	10	3	2	2	5	0	8
NAT1	137	41	85	33	118	31	146	43	85	22	136
NAT2	38	6	13	3	17	5	22	7	13	6	14
PSD3	324	75	276	47	296	70	337	82	286	77	293
LOC124901896	1	0	0	0	1	2	0	0	0	0	0
LOC124901897	0	1	0	0	0	0	0	0	3	0	0
LOC124901895	0	0	0	0	0	0	0	0	0	0	0
LOC107986868	0	2	0	0	0	0	0	0	0	0	1
LOC124900256	0	0	0	0	0	0	0	0	0	0	0
LOC105379303	1	0	0	0	2	0	0	0	1	0	0
LOC124901898	1	0	0	2	0	1	3	0	0	0	0
LOC105379301	0	0	0	0	0	0	0	0	0	0	0
LOC100128993	0	0	0	0	0	0	0	0	0	0	0
LOC105379300	0	0	0	0	0	0	0	0	0	0	0
LOC105379306	0	0	0	0	0	0	0	0	0	0	1
SH2D4A	610	124	379	97	397	90	380	96	361	81	383
CSGALNACT1	103	24	83	33	77	21	89	23	85	19	93
LOC124901900	0	0	0	0	0	0	0	0	0	0	0
LOC124901899	0	0	0	1	1	2	0	0	0	0	2
LOC107986920	0	0	0	0	0	0	0	0	1	0	0
INTS10	960	197	639	161	761	177	730	192	591	139	604
LOC124901901	0	0	0	0	0	0	0	0	0	0	0
LOC105379309	0	0	0	0	0	0	0	0	0	0	0
LOC107986921	0	0	0	0	0	0	0	0	0	0	0
LPL	1	0	0	0	0	0	0	0	1	0	0
LOC105379311	0	0	0	0	0	0	0	0	0	0	0
LOC105379312	1	0	0	0	0	0	0	0	0	0	0
SLC18A1	8	0	8	0	7	2	8	1	7	1	2
ATP6V1B2	2525	450	1557	370	1734	443	1849	485	1625	350	1712
LZTS1	13	1	4	0	11	2	15	2	14	1	5
LZTS1-AS1	0	0	0	0	0	0	0	0	0	0	0
LOC105379314	0	0	0	0	0	0	0	0	0	0	0
SNORD3F	0	0	0	0	0	0	0	0	0	0	0
LOC105379315	0	0	0	0	0	0	0	0	0	1	0
LOC105379316	2	0	0	0	0	0	0	0	0	0	0
LINC03023	0	0	0	0	0	0	0	0	0	0	0
LINC02153	0	0	0	0	0	0	0	0	0	0	0
LOC124901902	0	0	0	0	0	0	0	0	0	0	0
LINC03093	0	0	0	0	0	0	0	0	0	0	0
LOC107986922	0	0	0	0	0	0	0	0	0	0	0
GFRA2	2	0	3	0	6	0	1	0	2	0	0
DOK2	0	0	0	0	0	0	0	0	2	0	0
XPO7	1415	369	1111	289	1010	265	1009	290	1012	215	875
LOC124901903	1	0	2	4	2	0	2	0	3	0	1
NPM2	2	0	4	2	3	1	6	1	7	0	2
LOC124902091	0	0	0	0	0	0	0	0	0	0	0
FGF17	0	0	6	4	4	0	2	2	1	0	8
DMTN	776	141	485	189	755	145	708	236	657	228	812
FHIP2B	796	163	479	200	667	148	615	228	613	163	637
NUDT18	125	16	79	21	89	17	80	23	89	28	111
HR	24	2	11	1	15	0	9	6	10	3	10
HRURF	0	0	0	0	0	0	0	0	0	0	0
REEP4	632	97	379	65	495	112	475	133	473	109	491
LGI3	6	1	1	1	2	0	11	0	3	0	12
SFTPC	0	0	0	2	0	0	0	0	0	0	0
BMP1	498	105	296	109	416	116	472	118	457	102	459
LOC124901904	1	0	1	0	1	2	2	0	2	1	1
PHYHIP	12	0	5	1	7	0	8	0	11	4	9
MIR320A	0	0	0	0	0	0	1	0	2	0	1
POLR3D	562	127	396	129	519	126	542	134	556	113	594
PIWIL2-DT	7	2	9	2	7	2	5	5	9	1	7
PIWIL2	103	18	70	32	86	28	103	26	95	29	128
SLC39A14	8731	1720	5691	1574	6768	1582	6784	1933	6279	1461	6879
PPP3CC	169	50	123	31	184	44	147	36	124	48	184
LOC124901905	3	0	0	0	4	0	2	1	1	0	0
SORBS3	1895	309	1011	396	1579	369	1655	437	1481	333	1685
PDLIM2	1526	269	736	206	920	219	985	268	939	271	1085
C8orf58	43	12	22	10	51	13	32	12	25	6	38
LOC107986876	1	0	0	0	0	0	0	0	0	0	2
CCAR2	2110	374	1261	360	1499	390	1559	406	1425	339	1436
BIN3	126	42	111	15	105	22	112	24	87	23	124
BIN3-IT1	0	0	0	2	2	2	2	0	2	0	3
LOC107986924	4	0	0	0	0	0	0	0	0	0	0
EGR3	1	0	3	0	4	0	1	0	1	2	1
LOC105379321	0	0	0	0	0	0	0	0	0	0	0
LOC107986926	0	0	0	0	0	0	0	0	0	0	0
PEBP4	0	3	0	0	0	3	3	2	3	1	2
LOC124901908	0	0	0	0	0	0	2	0	0	0	0
LOC107986925	0	0	0	1	0	0	0	0	0	0	0
LOC105379325	0	0	0	0	2	0	0	0	0	0	0
LOC124901906	0	0	0	0	0	0	0	0	0	0	0
LOC101929237	0	1	0	0	2	0	0	0	0	0	0
LOC124901907	0	0	0	0	0	0	0	0	0	0	0
RHOBTB2	1041	219	600	176	840	200	888	205	806	202	875
LOC107984124	0	0	0	0	1	0	0	0	2	0	0
TNFRSF10B	2135	508	1549	503	2187	521	2085	612	1895	518	2248
LOC286059	2	0	0	0	2	0	0	0	1	0	4
LOC254896	10	1	5	2	4	0	6	2	9	1	3
TNFRSF10C	1	0	1	0	2	0	1	2	3	1	0
TNFRSF10D	729	171	419	154	544	112	588	170	516	129	583
TNFRSF10A	190	39	149	51	151	30	206	55	125	49	180
TNFRSF10A-DT	58	13	32	16	51	6	27	14	22	7	43
CHMP7	545	131	314	84	453	97	445	121	380	100	447
R3HCC1	395	83	233	53	294	69	287	73	324	72	312
LOXL2	13	1	2	2	9	2	7	0	6	0	2
LOXL2-AS1	0	0	0	1	0	0	0	0	1	0	0
ENTPD4	1023	245	813	201	935	224	792	232	881	185	870
ENTPD4-DT	27	2	25	2	13	5	21	7	15	5	19
LOC105379327	0	0	0	0	0	0	0	0	0	0	0
SLC25A37	421	99	359	81	359	79	369	96	328	86	321
LOC107986930	0	0	0	0	0	0	0	0	0	0	0
NKX3-1	39	5	26	6	28	7	20	4	19	2	22
NKX2-6	0	0	0	0	0	0	0	0	0	0	0
LOC101929258	1	0	0	0	0	0	0	0	0	0	0
STC1	43	10	27	10	35	9	49	9	51	9	37
LOC107986931	0	0	0	0	0	0	1	0	0	2	0
LOC105379328	0	0	0	0	0	0	0	0	0	0	0
ADAM28	5	4	6	0	9	1	7	1	8	3	7
ADAM7-AS1	0	0	2	0	0	0	0	1	0	2	1
ADAMDEC1	0	0	0	0	0	0	0	0	0	0	0
ADAM7	0	0	0	0	0	0	0	0	0	0	0
ADAM7-AS2	0	0	0	0	0	0	0	0	0	0	0
LOC107986932	0	0	0	0	0	0	0	0	0	0	0
LOC107986882	0	0	0	0	0	0	0	0	0	0	0
LOC105379329	0	0	0	0	0	0	0	0	0	0	0
NEFM	0	0	0	0	0	0	0	0	0	0	0
LOC112268023	0	0	0	0	0	0	0	0	0	0	0
NEFL	0	0	0	0	0	0	0	0	0	0	0
MIR6841	0	0	0	0	0	0	0	0	0	0	0
LOC105379330	0	0	0	0	0	0	0	0	0	0	0
LOC124901911	0	0	0	0	0	0	0	0	0	0	0
LOC124901912	2	1	0	0	4	4	3	0	0	0	0
DOCK5	743	192	725	199	870	187	775	213	712	183	750
MIR6876	0	0	0	0	0	0	0	0	0	0	0
LOC105379331	0	0	0	0	0	0	0	0	0	0	0
GNRH1	31	2	15	1	34	7	26	12	15	3	13
KCTD9	897	184	679	183	724	165	827	212	729	174	717
LOC124901913	2	1	1	0	7	0	4	2	4	3	2
CDCA2	466	142	438	103	437	76	390	125	406	51	434
LOC107986933	0	0	0	0	0	0	0	0	0	0	0
LOC105379333	0	0	0	0	0	0	0	0	0	0	0
LOC105379332	0	0	0	0	0	0	1	0	0	0	0
LOC124901915	0	0	0	0	0	0	0	0	0	0	0
EBF2	3	1	1	2	6	0	5	3	6	0	3
LOC102723395	0	0	0	0	0	0	0	0	0	0	0
LOC124901914	0	0	0	0	0	0	0	0	0	0	0
LOC105379335	13	2	19	9	35	3	43	4	14	6	15
LOC105379336	14	7	12	4	15	4	9	1	9	4	11
PPP2R2A	1280	291	973	264	1105	269	1098	326	985	259	1129
SDAD1P1	11	6	8	3	17	4	7	3	12	6	21
BNIP3L	965	269	787	293	1235	242	1022	264	880	276	1096
LOC124901868	1	1	8	1	9	1	12	2	2	0	5
PNMA2	11	10	10	4	17	9	34	7	28	4	26
DPYSL2	867	204	621	258	993	183	815	232	826	186	876
LOC124901916	2	0	0	1	5	0	7	1	1	1	4
ADRA1A	0	0	0	0	0	0	0	0	0	0	0
LOC124901918	0	0	0	0	0	0	0	0	0	0	0
LOC124901917	0	0	0	0	0	0	0	0	0	0	0
LOC105379339	0	0	0	0	0	0	0	0	0	0	0
MIR548H4	0	0	0	0	0	0	0	0	0	0	0
LOC105379340	10	1	4	1	5	0	5	1	3	1	2
STMN4	0	0	0	0	2	0	0	0	0	0	0
TRIM35	510	73	298	77	321	105	392	78	281	58	331
PTK2B	788	172	499	163	683	152	696	223	702	178	701
MIR6842	0	0	0	0	0	0	0	0	0	0	0
CHRNA2	109	16	45	14	73	19	65	15	79	22	75
EPHX2	2684	545	1834	514	2119	522	2026	548	1997	466	1972
LOC124901919	9	7	5	2	4	7	9	5	6	2	8
CLU	2220	441	1536	583	2205	453	1912	536	1919	482	2084
MIR6843	0	0	0	0	0	0	0	0	0	0	0
SCARA3	394	73	258	86	324	82	338	77	327	71	335
LOC124901921	0	0	0	0	0	0	0	0	0	0	0
LOC124901920	0	0	2	0	0	0	0	0	2	3	0
MIR3622B	0	0	0	0	0	0	0	0	0	0	0
MIR3622A	0	0	0	0	0	0	0	0	0	0	0
CCDC25	739	154	585	135	574	145	608	175	479	112	578
LOC107986934	0	0	3	0	1	0	1	0	2	0	1
ESCO2	211	45	180	22	149	43	139	35	132	26	139
PBK	214	57	172	33	146	44	143	38	153	47	153
SCARA5	11	0	0	1	4	1	3	1	4	0	2
MIR4287	0	0	0	0	0	0	0	0	0	0	0
LOC105379342	0	0	0	0	0	0	0	0	0	0	0
NUGGC	140	13	84	30	108	29	99	27	94	20	95
ELP3	800	190	554	143	670	137	674	165	603	137	654
LOC105379343	5	0	0	1	2	1	4	0	2	1	3
PNOC	1	0	2	1	1	0	0	0	0	0	3
ZNF395	1720	307	1019	327	1376	349	1410	376	1327	295	1339
FBXO16	47	13	33	19	26	11	32	9	28	4	25
FZD3	662	171	523	139	594	126	603	135	473	140	585
MIR4288	0	0	0	0	0	0	0	0	0	0	0
EXTL3	782	160	431	147	520	147	616	152	526	162	546
EXTL3-AS1	6	0	3	4	4	0	3	2	5	0	0
INTS9	225	50	170	49	184	39	207	52	176	35	168
HMBOX1	91	32	65	20	112	20	111	18	91	24	107
LOC105379346	0	2	0	0	10	3	1	2	3	2	4
KIF13B	1291	289	877	303	1251	295	1277	334	1125	307	1255
LOC124901922	0	0	0	1	0	0	1	0	0	0	0
LOC124901923	0	0	1	0	3	0	0	1	8	0	0
DUSP4	36	13	34	23	67	16	49	12	50	18	56
LOC124901924	0	0	0	0	0	0	0	0	0	0	0
LOC105379349	0	0	0	0	0	0	0	0	0	0	0
LOC107986883	0	0	0	0	0	0	0	0	0	0	0
LOC107986935	0	0	0	0	0	0	0	0	0	0	1
LOC105379350	0	0	0	0	0	0	0	0	0	0	0
LINC02948	0	0	0	0	0	0	0	0	0	0	0
LOC124901925	0	0	0	0	1	0	1	0	0	0	0
LOC105379352	0	0	0	0	0	0	0	0	1	0	2
LOC124901926	0	0	0	0	0	0	0	0	0	0	0
LINC00589	2	0	5	1	1	0	1	3	4	0	5
LINC02099	0	0	0	2	1	0	0	0	0	0	0
LOC101929470	1	0	1	0	0	0	0	0	0	0	1
LOC107986884	1	0	0	1	0	1	3	0	4	0	3
LOC105379354	0	0	0	0	0	0	0	0	0	0	0
LINC02209	0	0	0	0	1	0	0	0	0	0	0
MIR3148	0	0	0	0	0	0	0	0	0	0	0
SARAF	2245	525	1737	529	2019	488	1966	525	1809	436	1964
LEPROTL1	635	158	494	127	475	118	482	139	423	121	496
MBOAT4	2	0	0	0	5	3	3	0	3	0	2
DCTN6-DT	13	0	3	0	13	2	4	1	4	0	14
DCTN6	382	74	282	63	280	68	284	76	246	52	269
LOC124901927	0	0	0	0	1	0	0	0	0	0	0
LOC124901928	0	0	0	0	0	0	0	0	0	0	0
RBPMS-AS1	34	6	13	3	12	3	22	3	16	1	17
RBPMS	687	151	507	181	699	197	634	227	656	151	750
LOC112268025	2	0	1	0	1	0	0	0	2	0	0
LOC124901929	0	0	0	0	0	0	0	0	0	0	0
GTF2E2	503	104	349	91	383	102	418	100	372	81	443
SMIM18	2	0	1	2	1	1	1	0	5	1	11
GSR	2523	546	1714	398	1868	438	1878	502	1745	416	1694
UBXN8	188	48	132	24	127	36	139	29	119	23	111
LOC105379356	4	0	2	0	0	0	2	1	1	0	0
LOC105379355	4	1	2	0	4	1	1	0	2	1	6
PPP2CB	1896	414	1280	337	1375	392	1569	440	1345	348	1547
TEX15	9	2	8	4	8	1	8	2	5	0	11
LOC105379357	0	0	0	0	0	0	0	0	0	0	0
PURG	0	0	0	0	0	0	0	0	0	0	0
WRN	520	128	450	79	423	106	406	100	308	81	385
LOC105379358	6	2	3	0	1	0	4	2	5	1	2
LOC101929492	0	0	0	0	0	0	0	0	0	0	0
LOC105379360	0	0	0	0	0	0	0	0	0	0	0
NRG1	9	3	2	0	7	0	3	0	4	1	3
NRG1-IT1	0	0	0	0	0	0	0	0	0	0	0
LOC105379361	0	0	0	0	0	0	0	0	0	0	0
NRG1-IT3	0	0	0	0	0	0	0	0	0	0	0
LOC128092250	0	0	0	0	0	0	0	0	0	0	0
LOC105379362	3	0	8	0	4	1	0	1	3	0	4
FUT10	545	126	439	120	518	101	470	114	433	93	469
MAK16	358	75	250	68	285	72	297	93	260	45	213
TTI2	111	25	71	19	137	32	105	18	91	15	67
SNORD13	0	0	1	0	0	0	0	0	0	0	0
RNF122	30	3	23	6	39	7	18	5	16	7	18
DUSP26	11	0	4	0	0	0	2	0	1	1	0
LOC105379364	0	0	0	0	0	0	0	0	0	0	0
LOC105379366	0	0	0	0	0	0	0	0	0	0	0
LOC105379365	0	0	0	0	0	0	0	0	0	0	0
LINC01288	0	0	0	0	0	0	0	0	0	0	0
LOC105379368	0	0	0	0	0	0	0	0	0	0	0
LOC105379369	0	0	0	0	0	0	0	0	0	0	0
UNC5D	0	0	0	0	0	0	0	0	0	0	0
LOC101929550	0	0	0	0	0	0	0	0	0	0	0
LOC124902062	0	0	0	0	0	0	0	0	0	0	1
LOC105379370	0	0	0	0	0	0	0	0	0	0	0
LOC105379371	0	0	0	0	0	0	0	0	0	0	0
KCNU1	0	0	0	0	0	0	0	0	0	0	0
LOC105379375	0	0	0	0	0	0	0	0	0	0	0
LOC105379376	0	0	0	0	0	0	0	0	0	0	0
LOC105379377	0	0	0	0	0	0	0	0	0	0	0
LOC100507403	0	0	0	0	0	0	0	0	0	0	0
LOC124901930	0	0	1	0	0	0	0	0	0	0	0
LINC01605	265	49	180	60	231	50	220	42	211	49	260
LOC105379379	2	0	1	0	1	0	1	0	2	0	3
LOC105379378	6	2	3	2	9	0	2	3	4	2	6
LOC105379380	0	0	0	0	0	1	1	0	3	0	1
LOC124901931	0	0	1	1	0	0	0	0	0	0	4
LOC124901932	3	0	5	2	1	0	0	0	2	0	3
LOC124901933	2	1	4	0	7	1	3	3	6	2	5
ZNF703	704	142	408	165	589	146	672	173	620	138	686
LOC101929622	3	0	0	0	0	0	0	0	0	0	0
LOC102723701	2	0	1	0	0	0	0	0	0	0	1
ERLIN2	1419	346	1089	264	1037	259	1083	238	933	217	1024
LOC728024	20	3	13	4	9	0	16	4	19	3	10
LOC124901934	12	3	4	1	17	2	6	1	17	3	7
PLPBP	801	148	628	166	624	128	652	184	535	119	576
LOC105379381	0	0	0	0	0	0	0	0	0	0	10
ADGRA2	20	2	20	3	13	10	16	6	22	4	29
BRF2	92	18	44	11	69	22	52	17	70	8	81
RAB11FIP1	3016	650	2117	634	2906	764	3029	849	2873	699	2981
GOT1L1	0	0	0	0	0	0	0	0	0	0	0
ADRB3	0	0	0	0	0	0	0	0	0	0	0
EIF4EBP1	497	126	372	80	373	83	363	116	353	90	324
ASH2L	1086	225	814	227	812	202	887	219	720	150	696
STAR	5	0	1	0	0	1	2	2	2	0	7
LOC105379382	0	0	0	0	4	0	0	0	0	0	0
LSM1	401	71	248	62	274	61	229	61	229	63	282
BAG4	379	109	321	66	263	64	279	57	198	49	233
DDHD2	1186	259	788	235	838	189	994	214	862	201	803
PLPP5	111	15	55	21	68	14	98	17	65	24	98
NSD3	618	184	514	168	657	154	623	150	549	140	541
LETM2	25	3	22	6	17	8	33	13	31	5	32
LOC102723716	0	0	1	0	0	0	0	0	0	0	0
FGFR1	173	34	103	38	151	32	118	32	126	35	130
LINC03042	0	0	0	0	0	0	0	0	0	0	0
LOC124901935	8	1	0	0	0	1	4	2	1	0	3
LOC105379384	0	0	0	0	0	0	0	0	0	0	0
RNF5P1	1	0	0	0	1	0	0	0	0	0	1
LOC124901936	0	0	0	0	0	0	0	0	0	0	0
TACC1	1749	459	1359	508	2166	492	2170	580	2042	514	2258
LOC124901937	4	0	4	0	2	0	2	0	1	0	4
PLEKHA2	357	106	272	94	365	94	371	108	311	72	340
HTRA4	0	0	0	0	1	0	0	0	0	0	0
TM2D2	523	119	317	95	378	109	386	111	363	111	407
ADAM9	1804	399	1321	407	1773	421	1804	486	1581	423	1798
SNORD38D	0	0	0	0	0	0	0	0	0	0	0
ADAM32	0	0	2	0	0	0	0	0	0	0	0
ADAM5	0	0	0	0	0	0	0	0	0	0	0
ADAM3A	0	0	0	0	0	0	0	0	0	0	0
LOC100130964	0	0	0	0	0	0	0	0	0	0	0
ADAM18	0	0	0	0	0	0	0	0	0	0	0
ADAM2	0	0	0	0	0	0	0	0	0	0	0
IDO1	0	0	0	0	0	0	0	0	0	0	0
IDO2	1	0	0	1	0	0	0	0	1	0	0
LOC105379385	0	0	0	0	0	0	0	0	0	0	0
TCIM	20	2	17	8	14	3	16	8	12	3	20
SIRLNT	0	0	0	0	0	0	0	0	0	0	0
LOC105379388	0	0	0	0	0	0	0	0	0	0	0
ZMAT4	0	0	0	0	0	0	0	0	0	0	0
LOC107986938	0	0	0	0	0	0	0	0	0	0	0
LOC105379389	0	0	0	0	0	0	0	0	0	0	0
LOC105379390	0	0	0	0	0	0	0	0	0	0	0
LOC105379771	0	0	0	0	0	0	0	0	0	0	0
SFRP1	0	0	0	0	0	0	0	0	0	0	0
MIR548AO	0	0	0	0	0	0	0	0	0	0	0
SNORD65B	0	0	0	0	0	0	0	0	0	0	0
LOC105379391	0	0	0	0	0	0	0	0	0	0	0
LOC124901938	0	0	0	0	0	0	0	0	0	0	0
GOLGA7	817	212	666	157	658	134	719	196	660	136	724
GINS4	215	36	165	24	160	32	150	47	128	26	113
GPAT4-AS1	0	0	0	0	0	0	0	0	1	0	0
LOC124901939	1	0	1	0	0	0	3	0	0	0	3
GPAT4	1135	221	744	202	852	217	853	226	821	161	816
NKX6-3	0	0	0	0	0	0	0	0	0	0	0
ANK1	16	0	6	1	3	1	7	3	5	0	7
MIR486-1	0	0	0	0	0	0	0	0	0	0	0
MIR486-2	0	0	0	0	0	0	0	0	0	0	0
LOC105379392	0	0	0	0	0	0	0	0	0	0	0
KAT6A	872	233	743	193	808	206	895	240	788	196	847
LOC124900271	0	0	0	0	0	0	0	0	0	0	0
KAT6A-AS1	0	0	0	0	0	0	0	0	0	0	0
LOC107986939	0	0	0	0	0	0	0	0	0	0	0
AP3M2	253	52	164	38	207	43	198	42	173	33	185
